CBSA Code,Metro Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County,Lat,Lng
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Tarrant County,Texas,48,439,Central,32.7732044,-97.3516558
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Wise County,Texas,48,497,Outlying,33.2895861,-97.6982272
19140,,174,"Dalton, GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Murray County,Georgia,13,213,Central,34.7928029,-84.7315563
19140,,174,"Dalton, GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Whitfield County,Georgia,13,313,Central,34.8033566,-84.981754
19180,,,"Danville, IL",Metropolitan Statistical Area,,,Vermilion County,Illinois,17,183,Central,40.122469,-87.697554
19220,,,"Danville, KY",Micropolitan Statistical Area,,,Boyle County,Kentucky,21,021,Central,37.6526034,-84.8150781
19220,,,"Danville, KY",Micropolitan Statistical Area,,,Lincoln County,Kentucky,21,137,Outlying,37.4751264,-84.6479124
19260,,,"Danville, VA",Micropolitan Statistical Area,,,Pittsylvania County,Virginia,51,143,Central,36.7440186,-79.4703885
19260,,,"Danville, VA",Micropolitan Statistical Area,,,Danville city,Virginia,51,590,Central,36.5859718,-79.3950228
19300,,380,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Baldwin County,Alabama,01,003,Central,30.6010744,-87.7763333
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Henry County,Illinois,17,073,Outlying,41.361088,-90.0746767
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Mercer County,Illinois,17,131,Outlying,41.1985037,-90.6773046
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Rock Island County,Illinois,17,161,Central,41.3998209,-90.563609
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Scott County,Iowa,19,163,Central,41.6393199,-90.6393702
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Greene County,Ohio,39,057,Central,39.697399,-83.8897057
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Miami County,Ohio,39,109,Central,40.081473,-84.1857115
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Montgomery County,Ohio,39,113,Central,39.7620028,-84.3542049
19420,,174,"Dayton, TN",Micropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Rhea County,Tennessee,47,143,Central,35.5927914,-84.981754
19460,,290,"Decatur, AL",Metropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL",Lawrence County,Alabama,01,079,Outlying,34.567428,-87.3016132
19460,,290,"Decatur, AL",Metropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL",Morgan County,Alabama,01,103,Central,34.4240875,-86.8621827
19500,,,"Decatur, IL",Metropolitan Statistical Area,,,Macon County,Illinois,17,115,Central,39.8949055,-89.0179332
19540,,258,"Decatur, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Adams County,Indiana,18,001,Central,40.7249237,-84.8984775
19580,,,"Defiance, OH",Micropolitan Statistical Area,,,Defiance County,Ohio,39,039,Central,41.3491725,-84.4802606
19620,,,"Del Rio, TX",Micropolitan Statistical Area,,,Val Verde County,Texas,48,465,Central,29.8687682,-101.1617356
19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Flagler County,Florida,12,035,Central,29.4086072,-81.2518833
19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Volusia County,Florida,12,127,Central,29.0279842,-81.0754657
19700,,,"Deming, NM",Micropolitan Statistical Area,,,Luna County,New Mexico,35,029,Central,32.3259122,-107.8583868
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Adams County,Colorado,08,001,Central,39.8398269,-104.1930918
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,08,005,Central,39.62031,-104.332644
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Broomfield County,Colorado,08,014,Central,39.9420154,-105.044052
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Clear Creek County,Colorado,08,019,Outlying,39.6904464,-105.6412527
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Denver County,Colorado,08,031,Central,39.737567,-104.9847179
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Douglas County,Colorado,08,035,Central,39.2587106,-104.9388853
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Elbert County,Colorado,08,039,Outlying,39.3537004,-104.1930918
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Gilpin County,Colorado,08,047,Outlying,39.8770159,-105.4536718
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Jefferson County,Colorado,08,059,Central,39.5800298,-105.2662931
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Park County,Colorado,08,093,Outlying,39.0897928,-105.5943388
19760,,217,"DeRidder, LA",Micropolitan Statistical Area,,"DeRidder-Fort Polk South, LA",Beauregard Parish,Louisiana,22,011,Central,30.7611484,-93.3388917
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Dallas County,Iowa,19,049,Central,41.6120022,-93.9878427
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Guthrie County,Iowa,19,077,Outlying,41.7530909,-94.479976
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Madison County,Iowa,19,121,Outlying,41.2922367,-93.9878427
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Polk County,Iowa,19,153,Central,41.6278423,-93.5003454
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Warren County,Iowa,19,181,Outlying,41.3080549,-93.5003454
19820,19804,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Dearborn-Livonia, MI","Detroit-Warren-Ann Arbor, MI",Wayne County,Michigan,26,163,Central,42.2790746,-83.336188
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Lapeer County,Michigan,26,087,Outlying,43.0482433,-83.1649001
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Livingston County,Michigan,26,093,Outlying,42.6207951,-83.8473015
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Macomb County,Michigan,26,099,Central,42.7168759,-82.820974
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Oakland County,Michigan,26,125,Central,42.5921924,-83.336188
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",St. Clair County,Michigan,26,147,Outlying,43.016179,-82.6483442
19860,,,"Dickinson, ND",Micropolitan Statistical Area,,,Stark County,North Dakota,38,089,Central,46.8250004,-102.6554727
19940,,221,"Dixon, IL",Micropolitan Statistical Area,,"Dixon-Sterling, IL",Lee County,Illinois,17,103,Central,41.6789842,-89.3226954
19980,,,"Dodge City, KS",Micropolitan Statistical Area,,,Ford County,Kansas,20,057,Central,37.6540069,-99.8124935
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Geneva County,Alabama,01,061,Outlying,31.0990456,-85.684578
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Henry County,Alabama,01,067,Outlying,31.4469377,-85.1894045
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Houston County,Alabama,01,069,Central,31.1318686,-85.3136218
20060,,,"Douglas, GA",Micropolitan Statistical Area,,,Coffee County,Georgia,13,069,Central,31.5182285,-82.820974
20100,,428,"Dover, DE",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Kent County,Delaware,10,001,Central,39.1440612,-75.4344727
20140,,,"Dublin, GA",Micropolitan Statistical Area,,,Johnson County,Georgia,13,167,Outlying,32.7308194,-82.6915429
20140,,,"Dublin, GA",Micropolitan Statistical Area,,,Laurens County,Georgia,13,175,Central,32.433014,-82.9931607
20180,,524,"DuBois, PA",Micropolitan Statistical Area,,"State College-DuBois, PA",Clearfield County,Pennsylvania,42,033,Central,40.9519685,-78.5660852
20220,,,"Dubuque, IA",Metropolitan Statistical Area,,,Dubuque County,Iowa,19,061,Central,42.4694679,-90.8294002
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,,,Carlton County,Minnesota,27,017,Outlying,46.5619247,-92.6847226
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,,,St. Louis County,Minnesota,27,137,Central,47.7395106,-92.3623921
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,,,Douglas County,Wisconsin,55,031,Central,46.3490012,-91.7576889
20300,,,"Dumas, TX",Micropolitan Statistical Area,,,Moore County,Texas,48,341,Central,35.8446761,-101.8891721
20340,,,"Duncan, OK",Micropolitan Statistical Area,,,Stephens County,Oklahoma,40,137,Central,34.5203466,-97.87216
20380,,450,"Dunn, NC",Micropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Harnett County,North Carolina,37,085,Central,35.3578648,-78.8835548
20420,,,"Durango, CO",Micropolitan Statistical Area,,,La Plata County,Colorado,08,067,Central,37.2125857,-107.763621
20460,,206,"Durant, OK",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Bryan County,Oklahoma,40,013,Central,33.902127,-96.3226072
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Chatham County,North Carolina,37,037,Central,35.7211289,-79.17807
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Durham County,North Carolina,37,063,Central,36.0221805,-78.9031279
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Orange County,North Carolina,37,135,Central,36.0263022,-79.1096901
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Person County,North Carolina,37,145,Outlying,36.3528221,-78.9288242
20540,,,"Dyersburg, TN",Micropolitan Statistical Area,,,Dyer County,Tennessee,47,045,Central,36.0445248,-89.436391
20580,,,"Eagle Pass, TX",Micropolitan Statistical Area,,,Maverick County,Texas,48,323,Central,28.7410473,-100.3497895
20660,,548,"Easton, MD",Micropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Talbot County,Maryland,24,041,Central,38.7803973,-76.1319953
20700,,408,"East Stroudsburg, PA",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Monroe County,Pennsylvania,42,089,Central,41.0458376,-75.2479061
20740,,232,"Eau Claire, WI",Metropolitan Statistical Area,,"Eau Claire-Menomonie, WI",Chippewa County,Wisconsin,55,017,Central,45.0673752,-91.2924666
20740,,232,"Eau Claire, WI",Metropolitan Statistical Area,,"Eau Claire-Menomonie, WI",Eau Claire County,Wisconsin,55,035,Central,44.7683909,-91.2891036
20780,,233,"Edwards, CO",Micropolitan Statistical Area,,"Edwards-Glenwood Springs, CO",Eagle County,Colorado,08,037,Central,39.576406,-106.7234639
20820,,,"Effingham, IL",Micropolitan Statistical Area,,,Effingham County,Illinois,17,049,Central,39.0621773,-88.556531
20900,,288,"El Campo, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Wharton County,Texas,48,481,Central,29.3690932,-96.1526985
20940,,,"El Centro, CA",Metropolitan Statistical Area,,,Imperial County,California,06,025,Central,33.0113694,-115.4733554
20980,,,"El Dorado, AR",Micropolitan Statistical Area,,,Union County,Arkansas,05,139,Central,33.1431092,-92.539603
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Camden County,North Carolina,37,029,Outlying,36.2600564,-76.0391909
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Pasquotank County,North Carolina,37,139,Central,36.2927068,-76.317414
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Perquimans County,North Carolina,37,143,Outlying,36.1329763,-76.4100267
21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Hardin County,Kentucky,21,093,Central,37.6565708,-86.0121573
21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Larue County,Kentucky,21,123,Outlying,37.5189552,-85.7256372
21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Meade County,Kentucky,21,163,Outlying,37.9601502,-86.2158497
21120,,,"Elk City, OK",Micropolitan Statistical Area,,,Beckham County,Oklahoma,40,009,Central,35.2687266,-99.634135
21140,,515,"Elkhart-Goshen, IN",Metropolitan Statistical Area,,"South Bend-Elkhart-Mishawaka, IN-MI",Elkhart County,Indiana,18,039,Central,41.6062253,-85.8486236
21180,,,"Elkins, WV",Micropolitan Statistical Area,,,Randolph County,West Virginia,54,083,Central,38.8092552,-80.0087746
21220,,,"Elko, NV",Micropolitan Statistical Area,,,Elko County,Nevada,32,007,Central,41.2220182,-115.2837585
21220,,,"Elko, NV",Micropolitan Statistical Area,,,Eureka County,Nevada,32,011,Outlying,39.5126741,-115.9637979
21260,,,"Ellensburg, WA",Micropolitan Statistical Area,,,Kittitas County,Washington,53,037,Central,47.1749548,-120.9319411
21300,,236,"Elmira, NY",Metropolitan Statistical Area,,"Elmira-Corning, NY",Chemung County,New York,36,015,Central,42.1362071,-76.7798172
21340,,238,"El Paso, TX",Metropolitan Statistical Area,,"El Paso-Las Cruces, TX-NM",El Paso County,Texas,48,141,Central,31.8039824,-106.2051484
21340,,238,"El Paso, TX",Metropolitan Statistical Area,,"El Paso-Las Cruces, TX-NM",Hudspeth County,Texas,48,229,Outlying,31.5707433,-105.5943388
21380,,,"Emporia, KS",Micropolitan Statistical Area,,,Lyon County,Kansas,20,111,Central,38.4078037,-96.1526985
21420,,,"Enid, OK",Micropolitan Statistical Area,,,Garfield County,Oklahoma,40,047,Central,36.4361392,-97.87216
21460,,222,"Enterprise, AL",Micropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Coffee County,Alabama,01,031,Central,31.4751172,-86.0121573
21500,,240,"Erie, PA",Metropolitan Statistical Area,,"Erie-Meadville, PA",Erie County,Pennsylvania,42,049,Central,42.0521954,-80.1875065
21540,,,"Escanaba, MI",Micropolitan Statistical Area,,,Delta County,Michigan,26,041,Central,45.7124142,-86.9844175
21580,,106,"Española, NM",Micropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Rio Arriba County,New Mexico,35,039,Central,36.6162892,-106.7234639
21660,,,"Eugene, OR",Metropolitan Statistical Area,,,Lane County,Oregon,41,039,Central,43.9610092,-122.6618227
21700,,,"Eureka-Arcata-Fortuna, CA",Micropolitan Statistical Area,,,Humboldt County,California,06,023,Central,40.7450055,-123.8695086
21740,,,"Evanston, WY",Micropolitan Statistical Area,,,Uinta County,Wyoming,56,041,Central,41.2107397,-110.6168921
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Posey County,Indiana,18,129,Outlying,38.0020359,-87.8942451
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Vanderburgh County,Indiana,18,163,Central,38.0806099,-87.5791287
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Warrick County,Indiana,18,173,Central,38.0736703,-87.2618328
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Henderson County,Kentucky,21,101,Central,37.7415161,-87.5791287
21820,,,"Fairbanks, AK",Metropolitan Statistical Area,,,Fairbanks North Star Borough,Alaska,02,090,Central,64.9526102,-146.4744155
21840,,,"Fairfield, IA",Micropolitan Statistical Area,,,Jefferson County,Iowa,19,101,Central,41.0236358,-91.9099238
21900,,390,"Fairmont, WV",Micropolitan Statistical Area,,"Morgantown-Fairmont, WV",Marion County,West Virginia,54,049,Central,39.5288627,-80.2321313
21980,,,"Fallon, NV",Micropolitan Statistical Area,,,Churchill County,Nevada,32,001,Central,39.6626678,-118.4863963
22020,,244,"Fargo, ND-MN",Metropolitan Statistical Area,,"Fargo-Wahpeton, ND-MN",Clay County,Minnesota,27,027,Central,46.878186,-96.4257589
22020,,244,"Fargo, ND-MN",Metropolitan Statistical Area,,"Fargo-Wahpeton, ND-MN",Cass County,North Dakota,38,017,Central,47.071168,-97.1215579
22060,,378,"Faribault-Northfield, MN",Micropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Rice County,Minnesota,27,131,Central,44.2749995,-93.3388917
22100,,476,"Farmington, MO",Micropolitan Statistical Area,,"St. Louis-St. Charles-Farmington, MO-IL",St. Francois County,Missouri,29,187,Central,37.7652755,-90.4879916
22140,,,"Farmington, NM",Metropolitan Statistical Area,,,San Juan County,New Mexico,35,045,Central,36.3882439,-108.2377519
22180,,246,"Fayetteville, NC",Metropolitan Statistical Area,,"Fayetteville-Lumberton-Laurinburg, NC",Cumberland County,North Carolina,37,051,Central,34.9542604,-78.7476208
22180,,246,"Fayetteville, NC",Metropolitan Statistical Area,,"Fayetteville-Lumberton-Laurinburg, NC",Hoke County,North Carolina,37,093,Central,35.0432488,-79.2451149
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,,,Benton County,Arkansas,05,007,Central,36.2661518,-94.479976
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,,,Madison County,Arkansas,05,087,Outlying,35.9466415,-93.6623239
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,,,Washington County,Arkansas,05,143,Central,35.9307703,-94.1513764
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,,,McDonald County,Missouri,29,119,Outlying,36.617812,-94.315422
22260,,,"Fergus Falls, MN",Micropolitan Statistical Area,,,Otter Tail County,Minnesota,27,111,Central,46.5189435,-95.8935983
22280,,456,"Fernley, NV",Micropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Lyon County,Nevada,32,019,Central,38.9524739,-119.1390642
22300,,248,"Findlay, OH",Micropolitan Statistical Area,,"Findlay-Tiffin, OH",Hancock County,Ohio,39,063,Central,41.0273131,-83.6773928
22340,,,"Fitzgerald, GA",Micropolitan Statistical Area,,,Ben Hill County,Georgia,13,017,Central,31.7664035,-83.2077645
22380,,,"Flagstaff, AZ",Metropolitan Statistical Area,,,Coconino County,Arizona,04,005,Central,35.6647545,-111.4752851
22420,,220,"Flint, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,26,049,Central,43.0777289,-83.6773928
22500,,,"Florence, SC",Metropolitan Statistical Area,,,Darlington County,South Carolina,45,031,Outlying,34.3649897,-80.0087746
22500,,,"Florence, SC",Metropolitan Statistical Area,,,Florence County,South Carolina,45,041,Central,33.9828684,-79.6502105
22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,,,Colbert County,Alabama,01,033,Central,34.7117567,-87.8942451
22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,,,Lauderdale County,Alabama,01,077,Central,34.8840876,-87.658113
22540,,,"Fond du Lac, WI",Metropolitan Statistical Area,,,Fond du Lac County,Wisconsin,55,039,Central,43.7008379,-88.2461183
22580,,,"Forest City, NC",Micropolitan Statistical Area,,,Rutherford County,North Carolina,37,161,Central,35.4258737,-81.909826
22620,,368,"Forrest City, AR",Micropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",St. Francis County,Arkansas,05,123,Central,34.9926533,-90.7152749
22660,,,"Fort Collins, CO",Metropolitan Statistical Area,,,Larimer County,Colorado,08,069,Central,40.6955572,-105.5943388
22700,,,"Fort Dodge, IA",Micropolitan Statistical Area,,,Webster County,Iowa,19,187,Central,42.3974963,-94.1513764
22780,,,"Fort Leonard Wood, MO",Micropolitan Statistical Area,,,Pulaski County,Missouri,29,169,Central,37.8727481,-92.2236667
22800,,,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,,,Hancock County,Illinois,17,067,Outlying,40.3849365,-91.135302
22800,,,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,,,Lee County,Iowa,19,111,Central,40.7068663,-91.443469
22800,,,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,,,Clark County,Missouri,29,045,Outlying,40.3772378,-91.7538817
22820,,,"Fort Morgan, CO",Micropolitan Statistical Area,,,Morgan County,Colorado,08,087,Central,40.2989226,-103.7289167
22860,,217,"Fort Polk South, LA",Micropolitan Statistical Area,,"DeRidder-Fort Polk South, LA",Vernon Parish,Louisiana,22,115,Central,31.1320009,-93.1779659
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Crawford County,Arkansas,05,033,Central,35.5762761,-94.315422
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Sebastian County,Arkansas,05,131,Central,35.2260397,-94.315422
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Le Flore County,Oklahoma,40,079,Outlying,34.8622042,-94.645035
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Sequoyah County,Oklahoma,40,135,Outlying,35.5155322,-94.7691586
23060,,258,"Fort Wayne, IN",Metropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Allen County,Indiana,18,003,Central,41.0932622,-85.023346
23060,,258,"Fort Wayne, IN",Metropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Wells County,Indiana,18,179,Outlying,40.7778348,-85.1894045
23060,,258,"Fort Wayne, IN",Metropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Whitley County,Indiana,18,183,Outlying,41.1136133,-85.520024
23140,,320,"Frankfort, IN",Micropolitan Statistical Area,,"Lafayette-West Lafayette-Frankfort, IN",Clinton County,Indiana,18,023,Central,40.3376924,-86.4996546
23180,,336,"Frankfort, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Anderson County,Kentucky,21,005,Outlying,37.998648,-84.981754
23180,,336,"Frankfort, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Franklin County,Kentucky,21,073,Central,38.2481018,-84.8984775
23240,,,"Fredericksburg, TX",Micropolitan Statistical Area,,,Gillespie County,Texas,48,171,Central,30.314993,-98.9245343
23300,,466,"Freeport, IL",Micropolitan Statistical Area,,"Rockford-Freeport-Rochelle, IL",Stephenson County,Illinois,17,177,Central,42.314489,-89.6251646
23340,,420,"Fremont, NE",Micropolitan Statistical Area,,"Omaha-Council Bluffs-Fremont, NE-IA",Dodge County,Nebraska,31,053,Central,41.6472611,-96.663812
23380,,,"Fremont, OH",Micropolitan Statistical Area,,,Sandusky County,Ohio,39,143,Central,41.3559092,-83.1220074
23420,,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera, CA",Fresno County,California,06,019,Central,36.9858984,-119.2320784
23460,,,"Gadsden, AL",Metropolitan Statistical Area,,,Etowah County,Alabama,01,055,Central,34.0455341,-86.0529604
23500,,273,"Gaffney, SC",Micropolitan Statistical Area,,"Greenville-Spartanburg-Anderson, SC",Cherokee County,South Carolina,45,021,Central,35.0120404,-81.6035062
23540,,264,"Gainesville, FL",Metropolitan Statistical Area,,"Gainesville-Lake City, FL",Alachua County,Florida,12,001,Central,29.6579549,-82.3017728
23540,,264,"Gainesville, FL",Metropolitan Statistical Area,,"Gainesville-Lake City, FL",Gilchrist County,Florida,12,041,Outlying,29.6871128,-82.820974
23580,,122,"Gainesville, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Hall County,Georgia,13,139,Central,34.30778,-83.804868
23620,,206,"Gainesville, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Cooke County,Texas,48,097,Central,33.6672185,-97.3516558
23660,,,"Galesburg, IL",Micropolitan Statistical Area,,,Knox County,Illinois,17,095,Central,40.8776411,-90.2244662
23700,,,"Gallup, NM",Micropolitan Statistical Area,,,McKinley County,New Mexico,35,031,Central,35.7152472,-108.2377519
23780,,,"Garden City, KS",Micropolitan Statistical Area,,,Finney County,Kansas,20,055,Central,38.0625252,-100.8903099
23780,,,"Garden City, KS",Micropolitan Statistical Area,,,Kearny County,Kansas,20,093,Outlying,38.0281402,-101.2523792
23820,,456,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Douglas County,Nevada,32,005,Central,38.9265035,-119.6499162
23860,,396,"Georgetown, SC",Micropolitan Statistical Area,,"Myrtle Beach-Conway, SC-NC",Georgetown County,South Carolina,45,043,Central,33.4213399,-79.2902133
23900,,276,"Gettysburg, PA",Metropolitan Statistical Area,,"Harrisburg-York-Lebanon, PA",Adams County,Pennsylvania,42,001,Central,39.8522417,-77.2864879
23940,,,"Gillette, WY",Micropolitan Statistical Area,,,Campbell County,Wyoming,56,005,Central,44.3956107,-105.4489183
23980,,150,"Glasgow, KY",Micropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Barren County,Kentucky,21,009,Central,36.9676836,-85.8486236
23980,,150,"Glasgow, KY",Micropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Metcalfe County,Kentucky,21,169,Outlying,37.0032438,-85.643487
24020,,104,"Glens Falls, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Warren County,New York,36,113,Central,43.6078891,-73.7477857
24020,,104,"Glens Falls, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Washington County,New York,36,115,Central,43.2519472,-73.3708696
